"serial" "s1gender" "ethsfr" "famsec" "s1pared" "s1expel" "s1truan" "s1weight" "s1peta2" "gcsepts" "graddsci" "satdsci" "gradfren" "satfren" "gradit" "satit" "gradphys" "satphys" "gradchem" "satchem" "gradbiol" "satbiol" "gradmath" "satmath" "gradeng" "sateng" "pcschtype"
"2385" 66175 "Male" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 2.10062046771783 "5+ D-G" 26.5 "D" "Yes" NA "No" "E" "Yes" NA "No" NA "No" NA "No" "E" "Yes" "D" "Yes" "Modern"
"2386" 66191 "Male" "White" "Other" "At least one parent with A-level" "Not excluded" "Occasional truancy" 1.37730898277476 "5+ A*-C" 52 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "A" "Yes" "Grammar"
"2387" 66209 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.22148907610954 "5+ A*-C" 57.5 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "A" "Yes" "Grammar"
"2388" 66217 "Male" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.46983890690023 "1-4 A*-C" 35 "Fail" "No" "E" "Yes" "D" "Yes" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 18"
"2389" 66225 "Female" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.694444819207367 "5+ A*-C" 71 "Fail" "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "B" "Yes" "B" "Yes" "A" "Yes" "Comprehensive 18"
"2390" 66233 "Male" "White" "Other" "At least one parent with degree" "Not excluded" "No truancy" 1.22148907610954 "5+ A*-C" 69.5 "A" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "B" "Yes" "Grammar"
"2391" 66266 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 67 "B" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Grammar"
"2392" 66274 "Female" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 68 "A" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "A" "Yes" "Grammar"
"2393" 66290 "Male" "White" "Other" "Neither parent with A-level" "Not excluded" "No truancy" 0.760554096581895 "5+ A*-C" 51 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"2394" 66332 "Male" "White" "Lower supervisory occupations" "Neither parent with A-level" "Suspended" "Occasional truancy" 1.46983890690023 "1-4 A*-C" 17 "F" "Yes" "G" "Yes" NA "No" NA "No" NA "No" NA "No" "F" "Yes" "E" "Yes" "Modern"
"2395" 66340 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "Occasional truancy" 1.22148907610954 "5+ A*-C" 68 "Fail" "No" "B" "Yes" NA "No" "B" "Yes" "B" "Yes" "B" "Yes" "A" "Yes" "A" "Yes" "Grammar"
"2396" 66357 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.22148907610954 "5+ A*-C" 60.5 "Fail" "No" NA "No" NA "No" "C" "Yes" "D" "Yes" "C" "Yes" "B" "Yes" "B" "Yes" "Grammar"
"2397" 66365 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 1.18378214573043 "5+ A*-C" 50 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Grammar"
"2398" 66399 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.760554096581895 "5+ A*-C" 61 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "A" "Yes" "Comprehensive 18"
"2399" 66415 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.67661710825669 "1-4 A*-C" 36.5 "E" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "B" "Yes" "Comprehensive 18"
"2400" 66431 "Male" "White" "Intermediate occupations" "At least one parent with degree" "Suspended" "Occasional truancy" 1.67661710825669 "1-4 A*-C" 30 "E" "Yes" "G" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "D" "Yes" "Comprehensive 16"
"2401" 66449 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.951799608060583 "5+ A*-C" 56 "C" "Yes" NA "No" "C" "Yes" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 16"
"2402" 66472 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.951799608060583 "5+ A*-C" 64 "A" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Modern"
"2403" 66480 "Female" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.2453684974122 "1-4 A*-C" 34 "E" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "D" "Yes" "Modern"
"2404" 66498 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.77805702927984 "5+ A*-C" 57 "B" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 16"
"2405" 66514 "Male" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.00436328370009 "1-4 A*-C" 48 "D" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "D" "Yes" "Comprehensive 16"
"2406" 66530 "Male" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.14917641752754 "5+ A*-C" 43 "C" "Yes" NA "No" "D" "Yes" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 16"
"2407" 66548 "Female" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.2453684974122 "1-4 A*-C" 37 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "D" "Yes" "Comprehensive 16"
"2408" 66555 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.2453684974122 "1-4 A*-C" 39 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 16"
"2409" 66571 "Female" "White" "Lower supervisory occupations" "Neither parent with A-level" "Expelled" "Occasional truancy" 1.02426507716277 "5+ D-G" 18 "E" "Yes" "F" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "G" "Yes" "Comprehensive 16"
"2410" 66597 "Female" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.2453684974122 "1-4 A*-C" 37 "D" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "D" "Yes" "Comprehensive 16"
"2411" 66605 "Male" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "Occasional truancy" 0.951799608060583 "5+ A*-C" 52.5 "Fail" "No" "E" "Yes" NA "No" "C" "Yes" "C" "Yes" "B" "Yes" "C" "Yes" "B" "Yes" "Comprehensive 16"
"2412" 66613 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.77805702927984 "5+ A*-C" 48 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 16"
"2413" 66647 "Male" "White" "Large employers and higher professionals" "Neither parent with A-level" "Not excluded" "No truancy" 0.951799608060583 "5+ A*-C" 58 "B" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "A*" "Yes" "Comprehensive 16"
"2414" 66662 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.2453684974122 "1-4 A*-C" 39.5 "E" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "B" "Yes" "Comprehensive 18"
"2415" 66670 "Female" "White" "Other" "At least one parent with degree" "Not excluded" "No truancy" 0.77805702927984 "5+ A*-C" 62 "B" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 18"
"2416" 66688 "Female" "White" "Other" "At least one parent with A-level" "Not excluded" "No truancy" 0.77805702927984 "5+ A*-C" 68 "A" "Yes" "A" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 16"
"2417" 66696 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.466088476006294 "5+ A*-C" 60 "B" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "A" "Yes" "Comprehensive 16"
"2418" 66704 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.626302472037702 "5+ A*-C" 50 "B" "Yes" NA "No" "D" "Yes" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 16"
"2419" 66720 "Female" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.77805702927984 "5+ A*-C" 64 "B" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 16"
"2420" 66753 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.77805702927984 "5+ A*-C" 74 "A" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "A*" "Yes" "Comprehensive 16"
"2421" 66761 "Male" "White" "Lower supervisory occupations" "At least one parent with degree" "Suspended" "Occasional truancy" 1.14917641752754 "5+ A*-C" 44 "C" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "D" "Yes" "Comprehensive 16"
"2422" 66787 "Female" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.2453684974122 "1-4 A*-C" 37 "E" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "D" "Yes" "Comprehensive 16"
"2423" 66795 "Female" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.70983983547704 "5+ D-G" 27 "E" "Yes" "G" "Yes" NA "No" NA "No" NA "No" NA "No" "F" "Yes" "D" "Yes" "Comprehensive 16"
"2424" 66803 "Female" "White" "Large employers and higher professionals" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.2453684974122 "1-4 A*-C" 31 "Fail" "No" "F" "Yes" "E" "Yes" NA "No" NA "No" NA "No" "E" "Yes" "C" "Yes" "Comprehensive 16"
"2425" 66811 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.951799608060583 "5+ A*-C" 54 "C" "Yes" "D" "Yes" "B" "Yes" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 16"
"2426" 66829 "Male" "White" "Other" "At least one parent with A-level" "Not excluded" "Occasional truancy" 1.14917641752754 "5+ A*-C" 47 "C" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 18"
"2427" 66837 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" NA NA 0.951799608060583 "5+ A*-C" 57 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "D" "Yes" "Comprehensive 16"
"2428" 66845 "Female" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.0455075933216 "5+ A*-C" 43 "F" "Yes" "F" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "D" "Yes" "Comprehensive 16"
"2429" 66852 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.14917641752754 "5+ A*-C" 43 "C" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 16"
"2430" 66860 "Male" "White" "Other" "At least one parent with degree" "Not excluded" "No truancy" 0.951799608060583 "5+ A*-C" 63 "A" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "C" "Yes" "Comprehensive 16"
"2431" 66886 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.14917641752754 "5+ A*-C" 51 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 18"
"2432" 66894 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 2.23742728890825 "5+ D-G" 29 "Fail" "No" "Fail" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "D" "Yes" "Comprehensive 16"
"2433" 66910 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.77805702927984 "5+ A*-C" 62 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"2434" 66928 "Female" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.77805702927984 "5+ A*-C" 59 "C" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "A" "Yes" "Comprehensive 16"
"2435" 66936 "Female" "White" "Semi routine and routine occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.77805702927984 "5+ A*-C" 52 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "B" "Yes" "Comprehensive 16"
"2436" 66944 "Female" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.77805702927984 "5+ A*-C" 52 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 16"
"2437" 66951 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.77805702927984 "5+ A*-C" 70 "A" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 16"
"2438" 66977 "Female" "White" "Other" "Neither parent with A-level" "Not excluded" "No truancy" 0.603186551955539 "5+ A*-C" 65 "B" "Yes" NA "No" "A" "Yes" NA "No" NA "No" NA "No" "A" "Yes" "A" "Yes" "Grammar"
"2439" 66985 "Female" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.77805702927984 "5+ A*-C" 74 "Fail" "No" "B" "Yes" NA "No" "C" "Yes" "C" "Yes" "B" "Yes" "C" "Yes" "A" "Yes" "Comprehensive 16"
"2440" 67009 "Female" "Indian" "Other" "Neither parent with A-level" "Not excluded" "No truancy" 0.746027454520087 "1-4 A*-C" 42 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 16"
"2441" 67017 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.2453684974122 "1-4 A*-C" 34 "D" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "D" "Yes" "Comprehensive 16"
"2442" 67025 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 1.0455075933216 "5+ A*-C" 44 "Fail" "No" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 16"
"2443" 67033 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.77805702927984 "5+ A*-C" 73 "B" "Yes" "A" "Yes" "D" "Yes" NA "No" NA "No" NA "No" "A" "Yes" "A" "Yes" "Comprehensive 16"
"2444" 67058 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.77805702927984 "5+ A*-C" 54 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 16"
"2445" 67082 "Male" "White" "Lower supervisory occupations" "Neither parent with A-level" "Suspended" "Occasional truancy" 1.67661710825669 "1-4 A*-C" 38 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "D" "Yes" "Comprehensive 18"
"2446" 67090 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.951799608060583 "5+ A*-C" 74.5 "A*" "Yes" "A" "Yes" "A" "Yes" NA "No" NA "No" NA "No" "A" "Yes" "B" "Yes" "Comprehensive 16"
"2447" 67124 "Female" "White" "Other" "At least one parent with A-level" "Not excluded" "Occasional truancy" 1.0455075933216 "5+ A*-C" 48 "E" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "C" "Yes" "Comprehensive 16"
"2448" 67132 "Male" "White" "Other" "Neither parent with A-level" "Not excluded" "No truancy" 1.14917641752754 "5+ A*-C" 50 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "D" "Yes" "Comprehensive 16"
"2449" 67140 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Expelled" "Occasional truancy" 1.67661710825669 "1-4 A*-C" 37 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "C" "Yes" "Comprehensive 18"
"2450" 67157 "Female" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.786834154354677 "5+ A*-C" 48 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 18"
"2451" 67181 "Male" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "Occasional truancy" 0.811441823264632 "5+ A*-C" 56 "A" "Yes" "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 18"
"2452" 67199 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.37888199291761 "1-4 A*-C" 25 "E" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "F" "Yes" "D" "Yes" "Comprehensive 18"
"2453" 67207 "Male" "White" "Other" "At least one parent with A-level" "Not excluded" "Occasional truancy" 1.32922591112586 "1-4 A*-C" 15 "F" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "Fail" "Yes" "D" "Yes" "Comprehensive 18"
"2454" 67215 "Female" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.786834154354677 "5+ A*-C" 49.5 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "B" "Yes" "Comprehensive 18"
"2455" 67223 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.786834154354677 "5+ A*-C" 64 "B" "Yes" "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"2456" 67231 "Male" "White" "Lower supervisory occupations" "At least one parent with degree" "Suspended" "No truancy" 1.32922591112586 "1-4 A*-C" 42 "D" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "D" "Yes" "Comprehensive 18"
"2457" 67256 "Male" "White" "Semi routine and routine occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.18959693400076 "5+ A*-C" 53 "Fail" "No" "C" "Yes" NA "No" "C" "Yes" "B" "Yes" "C" "Yes" "A" "Yes" "D" "Yes" "Comprehensive 18"
"2458" 67264 "Male" "White" "Other" "Neither parent with A-level" "Not excluded" "No truancy" 1.32922591112586 "1-4 A*-C" 35 "D" "Yes" "F" "Yes" "F" "Yes" NA "No" NA "No" NA "No" "C" "Yes" "D" "Yes" "Comprehensive 18"
"2459" 67272 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "Occasional truancy" 1.18959693400076 "5+ A*-C" 51.5 "B" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 18"
"2460" 67280 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.811441823264632 "5+ A*-C" 62.5 "A" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"2461" 67298 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.786834154354677 "5+ A*-C" 64.5 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"2462" 67306 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.32922591112586 "1-4 A*-C" 38.5 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "D" "Yes" "Comprehensive 18"
"2463" 67314 "Male" "White" "Other" "At least one parent with A-level" "Not excluded" "Occasional truancy" 2.349882785319 "5+ D-G" 12 "E" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "Fail" "Yes" "G" "Yes" "Comprehensive 18"
"2464" 67322 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.811441823264632 "5+ A*-C" 53.5 "A" "Yes" "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" "B" "Yes" "C" "Yes" "Comprehensive 18"
"2465" 67330 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.811441823264632 "5+ A*-C" 63 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 18"
