WaterbodyName,Years,SampleDate,Alkalinity-total (as CaCO3),Ammonia-Total (as N),BOD - 5 days (Total),Chloride,Conductivity @25°C,Dissolved Oxygen,ortho-Phosphate (as P) - unspecified,pH,Temperature,Total Hardness (as CaCO3),True Colour,CCME_Values,CCME_WQI,WAWQI_Values,WAWQI,Horton_values,Horton WQI,Brown_values,Brown WQI,SRDD_values,SRDD WQI
LEE (CORK)_040,2016,Dec,25.0,0.033,1.2,14.3,108.0,54.3,0.019,7.6,11.2,40.0,30.0,78.64001390391206,Fair,68.32957078026507,Good,35.9,Moderate,96.74977879,Excellent,95.599453328496,Excellent
LEE (CORK)_040,2017,Jan,16.0,0.022,1.2,13.3,90.0,53.1,0.019,7.2,7.4,19.0,31.0,78.80507672378309,Fair,68.49503089145594,Good,32.77272727272727,Moderate,97.58316446,Excellent,96.632716279744,Excellent
LEE (CORK)_040,2017,Feb,23.0,0.033,1.2,14.2,109.0,54.25,0.012,7.2,7.1,33.0,29.0,78.73272873208394,Fair,80.91145055156986,Excellent,35.63636363636363,Moderate,96.94255939,Excellent,95.881568110336,Excellent
LEE (CORK)_040,2017,Mar,18.0,0.033,1.2,13.3,128.0,56.65,0.019,7.0,8.5,26.0,29.0,78.24221933974108,Fair,68.65578915034101,Good,37.627272727272725,Moderate,97.33529679,Excellent,95.644230645696,Excellent
LEE (CORK)_040,2017,Apr,25.0,0.033,1.2,13.3,115.0,58.8,0.019,7.7,11.3,36.0,21.0,78.4556133408351,Fair,68.79174847096174,Good,38.11818181818182,Moderate,96.70679079,Excellent,95.277427770096,Excellent
LEE (CORK)_040,2017,May,28.0,0.033,1.2,13.4,186.0,55.8,0.019,7.4,13.7,38.0,22.0,78.99206109979596,Fair,68.57918010625258,Good,43.654545454545456,Moderate,96.51288879,Excellent,94.023207216496,Excellent
LEE (CORK)_040,2017,Jun,28.0,0.022,1.0,10.8,98.0,59.75,0.019,7.6,21.9,30.0,36.0,77.07813217130649,Fair,68.92223272667911,Good,36.92727272727273,Moderate,96.52439846,Excellent,95.151565928944,Excellent
LEE (CORK)_040,2017,Jul,32.0,0.029,1.7,10.7,105.0,52.4,0.019,7.6,16.0,32.0,31.0,78.95039149247634,Fair,68.20382272131516,Good,35.24545454545454,Moderate,96.29734567,Excellent,95.58915996,Excellent
LEE (CORK)_040,2017,Aug,20.0,0.033,1.8,9.9,77.0,54.1,0.019,7.4,18.0,19.0,29.0,78.76370970881439,Fair,68.33373025229488,Good,32.081818181818186,Moderate,97.26516479,Excellent,96.446971037296,Excellent
LEE (CORK)_040,2017,Sep,21.0,0.033,1.5,10.8,85.0,56.55,0.019,7.5,16.3,24.0,36.0,77.70212862377184,Fair,68.45758747501843,Good,33.90909090909091,Moderate,97.12505579,Excellent,96.037718659696,Excellent
LEE (CORK)_040,2017,Oct,17.0,0.033,1.2,13.2,91.0,53.45,0.019,7.0,12.8,25.0,47.0,77.44652545282295,Fair,68.18274483047406,Good,33.0,Moderate,97.46759479,Excellent,96.268736004096,Excellent
LEE (CORK)_040,2017,Nov,18.0,0.033,1.2,15.7,100.0,54.8,0.019,7.2,8.0,25.0,31.0,78.4556133408351,Fair,68.4407231421459,Good,34.699999999999996,Moderate,97.34076279,Excellent,96.167222768496,Excellent
LEE (CORK)_040,2017,Dec,25.0,0.033,1.2,15.3,111.0,53.55,0.019,7.4,8.7,31.0,28.0,78.96080261008413,Fair,68.32872008367787,Good,35.91818181818182,Moderate,96.79193279,Excellent,95.786636188096,Excellent
LEE (CORK)_040,2018,Jan,18.0,0.033,1.2,16.1,95.0,53.1,0.019,7.7,6.8,25.0,28.0,79.05469104461802,Fair,68.23751915888803,Good,33.845454545454544,Moderate,97.35825079,Excellent,96.369648998896,Excellent
LEE (CORK)_040,2018,Feb,15.0,0.047,1.2,16.7,102.0,53.65,0.016,7.2,6.6,27.0,28.0,78.93998456705052,Fair,73.48349404641667,Good,34.28181818181818,Moderate,97.56224261,Excellent,96.318237260736,Excellent
LEE (CORK)_040,2018,Mar,23.0,0.033,1.2,14.2,103.0,59.7,0.019,7.2,7.1,28.0,25.0,77.9506227934451,Fair,68.92150878983476,Good,37.07272727272727,Moderate,96.87881279,Excellent,95.671320019696,Excellent
LEE (CORK)_040,2018,Apr,23.0,0.033,1.2,10.8,86.0,52.65,0.019,7.2,11.0,29.0,36.0,78.48625130621262,Fair,68.20059409742257,Good,32.654545454545456,Moderate,97.02008279,Excellent,96.337951332096,Excellent
LEE (CORK)_040,2018,May,27.0,0.026,1.2,15.6,80.0,54.9,0.019,7.4,11.0,25.0,40.0,77.71201713830563,Fair,68.4336028471487,Good,33.800000000000004,Moderate,96.64310258,Excellent,96.038053064704,Excellent
LEE (CORK)_040,2018,Jun,26.0,0.024,1.2,11.8,96.0,53.65,0.019,7.6,17.0,28.0,25.0,79.19090435231013,Fair,68.48864038054704,Good,34.43636363636363,Moderate,96.76685652,Excellent,95.9206503324,Excellent
LEE (CORK)_040,2018,Jul,28.0,0.021,1.2,12.6,117.0,52.3,0.019,7.4,20.3,37.0,21.0,79.81783940586698,Fair,68.50616949950155,Good,36.03636363636363,Moderate,96.58854043,Excellent,95.44004975678399,Excellent
LEE (CORK)_040,2018,Aug,23.0,0.033,1.2,11.8,94.0,48.75,0.019,7.3,18.0,24.0,23.0,80.41476236264205,Good,67.99263959467461,Good,32.09090909090909,Moderate,97.08953479,Excellent,96.449609474496,Excellent
LEE (CORK)_040,2018,Sep,23.0,0.033,1.2,11.9,91.0,54.05,0.019,7.1,14.3,27.0,20.0,82.19528660061036,Good,68.51399427635606,Good,33.68181818181818,Moderate,96.99556879,Excellent,96.215232079296,Excellent
LEE (CORK)_040,2018,Oct,19.0,0.022,1.0,12.4,92.0,52.65,0.019,7.6,11.3,26.0,25.0,79.40183105993904,Fair,68.45382502231064,Good,33.127272727272725,Moderate,97.33686646,Excellent,96.427461506544,Excellent
LEE (CORK)_040,2018,Nov,127.0,0.028,1.2,12.8,89.0,51.0,0.019,6.8,10.7,23.0,41.0,78.41482220632008,Fair,68.15892113776192,Good,41.81818181818182,Moderate,88.96682264,Good,92.585880939456,Excellent
LEE (CORK)_040,2018,Dec,19.0,0.024,1.2,13.0,87.0,51.85,0.019,6.7,8.6,23.0,46.0,77.8409564737899,Fair,68.27874316142936,Good,32.10909090909091,Moderate,97.35826852,Excellent,96.5294545564,Excellent
LEE (CORK)_040,2019,Feb,13.0,0.033,1.2,12.1,82.0,55.35,0.019,6.8,7.7,24.0,29.0,78.50669784942073,Fair,68.58613379180994,Good,32.336363636363636,Moderate,97.76812479,Excellent,96.694701469696,Excellent
LEE (CORK)_040,2019,Apr,21.0,0.033,1.2,11.5,94.0,59.35,0.019,6.9,13.8,28.0,25.0,78.0206795139832,Fair,68.94414861886177,Good,35.59090909090909,Moderate,97.07070079,Excellent,95.834939440896,Excellent
LEE (CORK)_040,2019,Aug,18.0,0.033,2.8,12.3,85.0,58.15,0.019,7.1,16.5,25.0,49.0,76.39687708245314,Fair,68.46498635079593,Good,34.209090909090904,Moderate,97.28327679,Excellent,95.810413264896,Excellent
LEE (CORK)_040,2019,Oct,16.0,0.022,1.0,12.1,89.0,53.05,0.019,7.2,12.0,28.0,56.0,76.82960401826679,Fair,68.21664049073004,Good,32.554545454545455,Moderate,97.56240046,Excellent,96.296238165744,Excellent
LEE (CORK)_040,2019,Dec,21.0,0.033,1.2,11.8,99.0,53.65,0.019,7.4,7.9,26.0,34.0,78.44540918214763,Fair,68.27218903605818,Good,34.18181818181818,Moderate,97.16089479,Excellent,96.214453860096,Excellent
LEE (CORK)_040,2020,Feb,13.0,0.029,1.2,15.0,92.0,55.05,0.019,6.9,5.5,26.0,28.0,78.65029863799246,Fair,68.62552863195702,Good,33.43636363636364,Moderate,97.73549867,Excellent,96.53072124,Excellent
LEE (CORK)_040,2020,Aug,21.0,0.033,1.4,11.7,89.0,50.85,0.019,7.2,17.9,27.0,46.0,78.04073414923391,Fair,67.92349026884084,Good,32.17272727272728,Moderate,97.19637479,Excellent,96.23233266169599,Excellent
LEE (CORK)_040,2020,Oct,19.0,0.033,1.0,13.0,93.0,51.1,0.019,6.8,10.7,28.0,33.0,79.05469104461802,Fair,68.18767582925878,Good,32.418181818181814,Moderate,97.34521479,Excellent,96.488318893296,Excellent
LEE (CORK)_040,2020,Dec,20.0,0.033,1.2,12.7,96.0,54.0,0.019,7.5,10.8,25.0,35.0,78.29285714721493,Fair,68.2700927807784,Good,34.06363636363636,Moderate,97.22646679,Excellent,96.175832019696,Excellent
LEE (CORK)_040,2021,Feb,15.0,0.033,1.1,11.8,77.0,56.6,0.019,7.1,6.8,19.0,36.0,77.69224437948289,Fair,68.56288569816093,Good,32.599999999999994,Moderate,97.61771779,Excellent,96.642867266496,Excellent
LEE (CORK)_040,2021,Apr,24.0,0.033,1.3,15.3,110.0,55.0,0.019,7.5,10.7,29.0,18.0,81.96413947277557,Good,68.53856429608793,Good,36.300000000000004,Moderate,96.85192579,Excellent,95.772666621696,Excellent
LEE (CORK)_040,2021,Aug,19.0,0.033,1.2,11.9,82.0,55.4,0.019,7.6,17.0,24.0,24.0,78.90878895968814,Fair,68.48866733338772,Good,33.17272727272727,Moderate,97.29343079,Excellent,96.290724301296,Excellent
LEE (CORK)_040,2021,Oct,16.0,0.033,1.2,10.9,81.0,57.0,0.019,7.1,12.3,24.0,45.0,76.91530940818774,Fair,68.48721819113534,Good,33.11818181818182,Moderate,97.51828679,Excellent,96.29226489969601,Excellent
LEE (CORK)_040,2021,Dec,18.0,0.024,1.2,10.7,80.0,54.9,0.019,7.2,7.2,23.0,44.0,77.39770155331455,Fair,68.46622353170119,Good,32.46363636363637,Moderate,97.40867652,Excellent,96.5231176704,Excellent
LEE (CORK)_040,2022,Feb,14.0,0.033,1.4,16.3,95.0,53.4,0.019,7.2,9.8,24.0,30.0,78.82578551321572,Fair,68.32405315290654,Good,33.42727272727273,Moderate,97.66614879,Excellent,96.416747869296,Excellent
LEE (CORK)_040,2022,Apr,18.0,0.033,1.2,21.0,121.0,53.25,0.019,7.3,9.3,29.0,19.0,82.39181965626464,Good,68.4227728824756,Good,36.56363636363636,Moderate,97.28949879,Excellent,95.825137610496,Excellent
LEE (CORK)_040,2022,Aug,12.0,0.033,1.2,14.1,83.0,56.4,0.019,7.1,23.0,19.0,29.0,78.29285714721493,Fair,68.60844758200271,Good,33.00909090909091,Moderate,97.82434279,Excellent,96.286100586096,Excellent
LEE (CORK)_040,2022,Oct,16.0,0.033,1.3,15.9,100.0,53.55,0.019,7.1,13.5,24.0,34.0,78.46582174827428,Fair,68.31242147984172,Good,34.04545454545455,Moderate,97.51548379,Excellent,96.173485002096,Excellent
LEE (CORK)_040,2022,Dec,19.0,0.033,1.2,15.7,109.0,53.95,0.019,7.2,6.0,28.0,26.0,79.04424227216927,Fair,68.42536100343119,Good,35.300000000000004,Moderate,97.26354879,Excellent,96.105502991296,Excellent
Levally,2008,Oct,30.0,0.033,1.4,18.0,139.0,50.9,0.019,7.5,11.9,46.0,67.0,76.40618993228081,Fair,67.6365975376875,Good,38.23636363636364,Moderate,96.34369879,Excellent,94.616913258096,Excellent
Levally,2009,Apr,35.0,0.033,1.2,21.0,157.0,54.35,0.019,7.8,11.9,47.0,36.0,78.14126343555665,Fair,68.22540139656957,Good,41.96363636363636,Moderate,95.86674679,Excellent,93.969792900096,Excellent
Levally,2009,Jul,45.0,0.033,1.2,21.0,166.0,36.55,0.019,8.0,19.5,60.0,22.0,83.27318788760253,Good,66.83138458803872,Good,37.29090909090909,Moderate,95.30639479,Excellent,94.657208143296,Excellent
Levally,2009,Aug,38.0,0.033,1.2,20.0,236.0,54.85,0.019,7.8,16.7,50.0,41.0,77.6428872057045,Fair,68.20567541308306,Good,49.50909090909091,Moderate,95.62257879,Excellent,91.897733783296,Excellent
Levally,2009,Oct,42.0,0.033,1.2,18.0,152.0,55.15,0.019,7.9,12.9,51.0,45.0,77.27125775987955,Fair,68.17208381342658,Good,42.2,Moderate,95.32350679,Excellent,93.620091880896,Excellent
Levally,2010,Apr,30.0,0.033,1.2,15.0,151.0,54.95,0.013,7.8,11.6,42.0,54.0,76.62153952518855,Fair,78.78769985616421,Good,40.63636363636363,Moderate,96.33296559,Excellent,94.30891264,Excellent
Levally,2010,Jul,39.0,0.033,1.2,17.0,153.0,52.45,0.019,7.8,18.0,51.0,25.0,79.44421402776823,Fair,68.1825716524048,Good,40.90909090909091,Moderate,95.60981479,Excellent,94.046165757696,Excellent
Levally,2010,Aug,40.0,0.033,1.0,16.0,151.0,53.7,0.019,8.1,16.6,52.0,28.0,78.92958183539844,Fair,68.20813440603746,Good,41.29090909090909,Moderate,95.52147879,Excellent,93.950623635696,Excellent
Levally,2010,Oct,40.0,0.033,1.2,15.0,152.0,56.8,0.019,7.9,14.2,57.0,58.0,75.98209805037797,Fair,68.16520602121635,Good,42.345454545454544,Moderate,95.45952479,Excellent,93.377880070896,Excellent
Levally,2011,Apr,36.0,0.033,1.2,15.0,134.0,50.0,0.019,7.9,11.6,42.0,48.0,78.05076787076561,Fair,67.70645241055212,Good,37.872727272727275,Moderate,95.94174879,Excellent,94.863666742896,Excellent
Levally,2011,Jul,41.0,0.033,1.4,16.0,146.0,54.25,0.019,8.0,17.0,55.0,26.0,78.98163741538343,Fair,68.27729029925504,Good,41.09090909090909,Moderate,95.41269679,Excellent,93.903801973696,Excellent
Levally,2011,Aug,35.0,0.033,1.5,16.0,153.0,52.7,0.019,8.0,16.5,52.0,28.0,79.13843137728769,Fair,68.12065945434217,Good,40.61818181818182,Moderate,95.91406179,Excellent,94.169475036096,Excellent
Levally,2011,Oct,37.0,0.033,1.3,17.0,140.0,51.95,0.019,7.8,13.3,48.0,61.0,76.65921797535864,Fair,67.7383894634942,Good,39.36363636363637,Moderate,95.78431379,Excellent,94.243129174896,Excellent
Levally,2012,Apr,38.0,0.033,1.2,20.0,149.0,55.35,0.019,7.9,11.2,43.0,61.0,76.02777096561368,Fair,68.01304722800779,Good,41.81818181818182,Moderate,95.64494679,Excellent,93.773737418496,Excellent
Levally,2012,Jul,38.0,0.033,1.2,17.0,143.0,51.1,0.019,7.7,16.3,46.0,46.0,77.99062958379291,Fair,67.85509064776218,Good,39.38181818181818,Moderate,95.73146479,Excellent,94.322511968496,Excellent
Levally,2012,Aug,44.0,0.033,2.0,16.0,144.0,51.3,0.019,7.9,15.9,52.0,49.0,77.71201713830563,Fair,67.76416957587517,Good,40.07272727272727,Moderate,95.22374879,Excellent,93.901332675696,Excellent
Levally,2012,Oct,43.0,0.033,1.2,16.0,144.0,48.75,0.019,7.5,11.2,60.0,38.0,79.12794925490948,Fair,67.78472552545833,Good,38.90909090909091,Moderate,95.33205079,Excellent,94.381924418496,Excellent
Levally,2013,Apr,36.0,0.033,1.2,19.0,144.0,53.9,0.019,8.0,11.0,64.0,32.0,78.55788847285379,Fair,68.19343004489744,Good,40.6,Moderate,95.74218879,Excellent,94.081737168496,Excellent
Levally,2013,Jul,43.0,0.033,1.2,18.0,150.0,57.4,0.019,7.6,18.9,49.0,19.0,81.39084751902887,Good,68.7047022526801,Good,42.81818181818182,Moderate,95.22129279,Excellent,93.553743053296,Excellent
Levally,2013,Sep,44.0,0.033,1.2,18.0,156.0,52.2,0.019,8.0,16.5,53.0,16.0,82.65240548346189,Good,68.22443630949154,Good,41.70909090909091,Moderate,95.20362079,Excellent,93.86869108209599,Excellent
Levally,2013,Sep,42.0,0.033,1.2,18.0,157.0,55.0,0.019,7.9,15.3,52.0,18.0,81.96413947277557,Good,68.45872230406466,Good,42.6,Moderate,95.32113679,Excellent,93.717217123696,Excellent
Levally,2013,Oct,46.0,0.033,1.2,18.0,161.0,51.35,0.019,7.6,13.1,58.0,23.0,79.8500937228865,Fair,68.15110571365062,Good,41.89090909090908,Moderate,95.04407879,Excellent,93.758756930496,Excellent
Levally,2014,Apr,33.0,0.023,1.1,23.0,149.0,55.05,0.019,7.8,9.2,41.0,39.0,77.76152376956284,Fair,68.4370356797188,Good,41.49090909090909,Moderate,96.02669949,Excellent,94.228339704816,Excellent
Levally,2014,Jul,45.0,0.033,1.2,21.0,164.0,51.5,0.019,7.7,17.6,57.0,19.0,82.8278048074922,Good,68.18656969566004,Good,42.43636363636364,Moderate,95.08995279,Excellent,93.544599600496,Excellent
Levally,2014,Aug,35.0,0.033,1.2,21.0,170.0,53.2,0.019,7.8,15.7,61.0,20.0,82.40416046833832,Good,68.30213855473356,Good,42.72727272727273,Moderate,95.82355279,Excellent,93.650870016496,Excellent
Levally,2014,Oct,39.0,0.033,1.2,20.0,167.0,53.45,0.019,7.9,12.3,53.0,19.0,82.34252418059614,Good,68.31855431306664,Good,42.85454545454546,Moderate,95.55333479000001,Excellent,93.781719652096,Excellent
Levally,2015,Apr,35.0,0.033,1.2,26.0,172.0,62.95,0.019,8.0,12.5,45.0,29.0,77.00135724252468,Fair,68.99211812603626,Good,46.98181818181818,Moderate,95.68583079,Excellent,92.776548228096,Excellent
Levally,2015,Jul,34.0,0.033,1.9,24.0,171.0,53.65,0.019,8.0,17.5,52.0,19.0,82.29333698575863,Good,68.28228862782589,Good,43.23636363636364,Moderate,95.88062779,Excellent,93.559835088496,Excellent
Levally,2015,Aug,41.0,0.033,1.2,23.0,167.0,54.4,0.019,7.7,16.2,51.0,29.0,78.70178575105383,Fair,68.3220893359225,Good,43.581818181818186,Moderate,95.36069279,Excellent,93.351090211696,Excellent
Levally,2015,Oct,40.0,0.033,1.2,21.0,161.0,53.0,0.019,7.8,12.8,48.0,36.0,78.41482220632008,Fair,68.1098861431636,Good,42.29090909090909,Moderate,95.49428879,Excellent,93.771241920496,Excellent
Levally,2017,Apr,41.0,0.023,1.2,18.6,148.0,53.85,0.019,7.6,10.8,152.0,37.0,78.16142049853256,Fair,68.37675446643313,Good,41.21818181818182,Moderate,94.98980249,Excellent,92.432395138816,Excellent
Levally,2018,Aug,12.0,0.033,1.2,18.6,150.0,57.75,0.013,7.6,15.2,152.0,27.0,78.18159462369496,Fair,79.35037770206375,Unsuitable,40.18181818181818,Moderate,97.17730159,Excellent,93.22126704,Excellent
Levally,2018,Oct,36.0,0.03,1.2,18.6,142.0,53.3,0.019,7.7,13.5,152.0,37.0,78.27258924204278,Fair,68.1853586333934,Good,40.054545454545455,Moderate,95.3805107,Excellent,92.736371307456,Excellent
Levally,2020,Aug,127.0,0.08,1.2,18.6,231.0,55.85,0.023,7.5,18.0,152.0,97.0,73.47864335061256,Fair,59.72016654609172,Unsuitable,57.27272727272727,Fair,88.22304700000001,Good,84.246689726064,Good
Levally,2022,Oct,48.0,0.023,1.2,18.6,170.0,56.65,0.019,7.4,14.2,152.0,80.0,74.46385607287388,Fair,68.1674812767192,Good,44.800000000000004,Moderate,94.40303449,Excellent,90.708915695616,Excellent
LITTLE (STRADE)_010,2019,Feb,46.0,0.033,1.2,20.4,166.0,53.2,0.011,7.6,7.5,62.0,181.0,69.1537558041017,Fair,80.82901291173246,Excellent,43.23636363636364,Moderate,94.97375519,Excellent,91.818775439344,Excellent
LITTLE (STRADE)_010,2019,Apr,18.0,0.033,1.5,18.8,166.0,53.95,0.01,7.7,10.4,64.0,186.0,68.82233308888011,Fair,82.59048324997718,Excellent,40.85454545454546,Moderate,97.13989199,Excellent,92.818264624624,Excellent
LITTLE (STRADE)_010,2019,Jun,90.0,0.021,1.1,18.1,239.0,55.2,0.016,7.9,13.3,102.0,179.0,69.00820080420516,Fair,72.24159160325094,Good,54.50000000000001,Fair,91.37903283,Excellent,86.4496500336,Good
LITTLE (STRADE)_010,2019,Sep,69.0,0.033,1.7,18.2,203.0,52.55,0.018,7.8,12.6,88.0,289.0,64.75739122409433,Moderate,67.0032459634799,Good,48.32727272727273,Moderate,93.08950759,Excellent,87.7280101404,Good
LITTLE (STRADE)_010,2019,Nov,47.0,0.033,1.0,14.2,138.0,54.5,0.013,7.5,6.2,57.0,279.0,64.93801465157998,Moderate,76.30518807234839,Good,40.654545454545456,Moderate,94.97012559,Excellent,91.52666119,Excellent
LITTLE (STRADE)_010,2020,Feb,58.0,0.033,1.2,32.0,234.0,50.75,0.019,7.5,8.5,67.0,94.0,74.51453975134831,Fair,67.3256072636863,Good,50.63636363636363,Moderate,93.93228279,Excellent,90.395901493696,Excellent
LITTLE (STRADE)_010,2020,Jun,242.0,0.057,1.3,20.6,525.0,56.1,0.019,8.1,15.4,262.0,54.0,63.54082657667766,Moderate,67.62344071264772,Good,94.94545454545455,Excellent,78.78567251,Good,60.03312521190401,Fair
LITTLE (STRADE)_010,2020,Sep,81.0,0.033,1.5,17.5,214.0,55.15,0.019,7.8,13.9,97.0,241.0,66.30207726861876,Fair,65.97879398494052,Good,51.300000000000004,Fair,92.08898979,Excellent,86.884390083696,Good
LITTLE (STRADE)_010,2020,Nov,70.0,0.033,1.2,18.5,191.0,55.3,0.014,7.7,10.5,80.0,188.0,68.56843757832932,Fair,75.54677388636517,Good,48.31818181818182,Moderate,93.01483979,Excellent,89.329925485936,Good
LITTLE (STRADE)_010,2021,Mar,102.0,0.033,1.2,15.7,253.0,57.45,0.013,7.9,5.4,113.0,132.0,71.15256933762896,Fair,78.09547523964447,Good,57.46363636363637,Fair,90.37824759,Excellent,85.91949424,Good
LITTLE (STRADE)_010,2021,Apr,153.0,0.033,1.2,17.5,358.0,62.2,0.029,8.3,10.4,160.0,61.0,74.81296521474212,Fair,50.634403172558685,Fair,73.68181818181819,Good,86.10823279,Good,77.78736707121601,Fair
LITTLE (STRADE)_010,2021,Jun,213.0,0.033,1.2,15.5,462.0,28.6,0.019,8.0,16.4,221.0,67.0,66.85881027772177,Fair,65.61465050990958,Good,76.08181818181818,Good,81.72374279,Good,72.775105808496,Fair
LITTLE (STRADE)_010,2021,Sep,180.0,0.033,1.2,16.5,385.0,55.75,0.012,8.1,13.7,183.0,94.0,73.68758043356141,Fair,80.0973123203743,Excellent,76.08181818181818,Good,84.02211339,Good,74.335725055936,Fair
LITTLE (STRADE)_010,2021,Nov,27.0,0.033,2.0,14.4,144.0,55.5,0.022,7.6,11.0,58.0,254.0,65.76410810631555,Fair,60.537602323565906,Good,39.8,Moderate,96.47572739,Excellent,92.200424556016,Excellent
LITTLE (STRADE)_010,2022,Feb,42.0,0.033,1.2,32.8,199.0,56.75,0.011,7.4,6.0,61.0,93.0,73.59084233711775,Fair,82.14893950889129,Excellent,48.21818181818182,Moderate,95.10304519,Excellent,91.549444023744,Excellent
LITTLE (STRADE)_010,2022,Apr,82.0,0.033,1.2,23.7,393.0,59.55,0.019,8.2,10.1,177.0,48.0,76.21149457607284,Fair,68.43075085356239,Good,69.97272727272727,Fair,91.53503678999999,Excellent,81.545689960896,Good
LITTLE (STRADE)_010,2022,Jun,239.0,0.2,4.0,19.9,518.0,49.55,0.019,7.8,14.0,255.0,66.0,63.81569345120694,Moderate,64.32135894504474,Good,91.48181818181818,Excellent,78.98062780000001,Good,61.81684472049601,Fair
LITTLE (STRADE)_010,2022,Sep,164.0,0.033,1.2,21.1,394.0,54.4,0.017,8.0,14.5,180.0,61.0,76.20226908119463,Fair,71.44573228651652,Good,75.33636363636364,Good,85.25193039,Good,75.937717969776,Fair
LITTLE (STRADE)_010,2022,Nov,49.0,0.033,1.1,22.4,175.0,50.6,0.015,7.4,8.8,68.0,209.0,68.14187239775414,Fair,73.19615862444635,Good,43.49090909090909,Moderate,94.73742899,Excellent,91.225276369344,Excellent
LITTLE (STRADE)_010,2023,Feb,74.0,0.033,1.2,23.3,233.0,51.1,0.012,7.8,10.7,97.0,159.0,70.54572699018235,Fair,79.06307154211504,Unsuitable,51.44545454545455,Fair,92.64315139,Excellent,88.333048161136,Good
LOUGHNAMINOO STREAM_010,2007,Feb,136.0,0.04,1.2,23.0,359.0,85.0,0.03,7.3,7.4,170.0,83.0,70.08458795529657,Fair,50.59664284920146,Fair,80.65454545454546,Good,86.9784712,Good,74.37089124959999,Fair
LOUGHNAMINOO STREAM_010,2007,Mar,202.0,0.04,1.2,24.0,492.0,84.0,0.025,7.5,8.8,220.0,41.0,61.41863743976521,Moderate,59.85116687927431,Unsuitable,98.54545454545455,Excellent,81.6307122,Good,61.7027152896,Fair
LOUGHNAMINOO STREAM_010,2007,Aug,198.0,0.04,1.2,21.0,470.0,76.0,0.058,7.4,14.7,230.0,80.0,60.50905519295995,Moderate,-0.15494321749596907,Unsuitable,92.96363636363637,Excellent,82.0528728,Good,63.417534857664,Fair
LOUGHNAMINOO STREAM_010,2007,Oct,216.0,0.033,1.2,22.0,508.0,76.0,0.043,7.4,12.8,240.0,49.0,61.75512002847367,Moderate,27.09004128588407,Moderate,98.14545454545454,Excellent,80.60544959,Good,60.2250305724,Fair
LOUGHNAMINOO STREAM_010,2008,Jan,182.0,0.26,3.7,23.0,446.0,79.0,0.062,7.4,6.7,216.0,54.0,61.31643462241404,Moderate,-10.781139738702578,Unsuitable,90.60000000000001,Excellent,83.05498320000001,Good,66.493082517744,Fair
LOUGHNAMINOO STREAM_010,2008,Apr,178.0,0.033,1.2,30.0,458.0,81.0,0.013,7.5,9.9,202.0,43.0,66.06092210950881,Fair,81.12662747251582,Excellent,92.72727272727273,Excellent,83.56411559,Good,66.37275878999999,Fair
LOUGHNAMINOO STREAM_010,2008,May,238.0,0.033,1.2,26.0,558.0,75.0,0.044,7.5,13.6,284.0,30.0,62.30367016030841,Moderate,25.404188722840942,Moderate,104.72727272727273,Unsuitable,78.67519179,Good,53.904753734896005,Moderate
LOUGHNAMINOO STREAM_010,2008,Nov,162.0,0.033,1.2,20.0,412.0,80.0,0.038,7.4,9.9,192.0,95.0,67.36075278060326,Fair,35.85670184105976,Moderate,85.78181818181818,Good,84.97410259,Good,69.95535031,Fair
LOUGHNAMINOO STREAM_010,2009,Jan,146.0,0.033,1.2,23.0,377.0,84.0,0.043,7.4,7.7,174.0,87.0,70.00691729758695,Fair,27.364625361956158,Moderate,82.87272727272727,Good,86.20216558999999,Good,72.7501383804,Fair
LOUGHNAMINOO STREAM_010,2009,Mar,224.0,0.033,1.2,23.0,510.0,77.0,0.025,7.5,9.5,236.0,41.0,61.97429726223908,Moderate,59.37925010911534,Unsuitable,99.54545454545455,Excellent,79.97498599000001,Good,59.59368729278399,Moderate
LOUGHNAMINOO STREAM_010,2009,May,228.0,0.033,1.2,20.0,499.0,76.0,0.027,7.4,10.9,240.0,51.0,61.63573285669646,Moderate,55.63016722601623,Fair,98.23636363636363,Excellent,79.69487839000001,Good,59.712899827055985,Moderate
LOUGHNAMINOO STREAM_010,2009,Aug,128.0,0.05,1.2,16.0,326.0,70.0,0.047,7.3,14.4,148.0,205.0,66.2576046638793,Fair,17.44132014539599,Poor,70.83636363636364,Fair,87.9942689,Good,77.20151414982399,Fair
LOUGHNAMINOO STREAM_010,2009,Oct,222.0,0.1,3.8,19.0,519.0,74.0,0.042,7.3,13.4,256.0,63.0,61.25076059312829,Moderate,27.253520592477074,Moderate,98.65454545454546,Excellent,80.0142814,Good,58.238213423103986,Moderate
LOUGHNAMINOO STREAM_010,2010,Jan,190.0,0.19,2.0,21.0,467.0,73.0,0.059,7.3,7.0,210.0,60.0,61.73552760293788,Moderate,-4.656545101646685,Unsuitable,90.83636363636364,Excellent,82.6730395,Good,66.543585640896,Fair
